0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,07:55:00,
2,Semarang Poncol (SMC),08:01:00,08:06:00,
3,Jerakah (JRK),Ls,08:12:00,
4,Mangkang (MKG),Ls,08:16:00,
5,Kaliwungu (KLN),Ls,08:20:00,
6,Kalibodri (KBD),Ls,08:27:00,
7  Weleri (WLR),,08:34:00,08:36:00,
8,Krengseng (KNS),Ls,08:41:00,
9,Plabuan (PLB),Ls,08:48:00,// KA 2703 (KA 2703 =)
10  Kuripan (KRP),,Ls,08:53:00,
11  Ujungnegoro (UJN),,Ls,09:01:00,
12  Batang (BTG),,Ls,09:04:00,
13,Pekalongan (PK),09:12:00,09:16:00,
14,Sragi (SRI),Ls,09:25:00,
15  Comal (CO),,Ls,09:28:00,
16,Petarukan (PTA),Ls,09:34:00,
17,Pemalang (PML),09:40:00,09:42:00,
18,Surodadi (SD),Ls,09:51:00,
19,Larangan (LR),Ls,09:58:00,
20,Tegal (TG),10:04:00,10:07:00,
21  Brebes (BB),,10:16:00,10:18:00,
22,Tanjung (TGN),Ls,10:30:00,
23,Losari (LOS),Ls,10:35:00,
24  Babakan (BBK),,Ls,10:40:00,
,25  Waruduwur (WDW),Ls,10:47:00,
,26  Cirebon Prujakan (CNP),Ls,10:53:00,
27  Cirebon (CN),,10:57:00,11:15:00,= KA 43 (KA 43 //)
28  Cangkring (CNK),,Ls,11:22:00,
29  Bangoduwa (BDW),,Ls,11:25:00,
,30  Arjawinangun (AWN),Ls,11:28:00,// KA 2521 (KA 2521 =)
,31  Kertasemaya (KTM),Ls,11:37:00,
32,Jatibarang (JTB),11:43:00,11:45:00,
33,Telagasari (TLS),Ls,11:52:00,
34,Terisi (TIS),Ls,11:57:00,
,35  Kadokangabus (KAB),Ls,12:01:00,
36  Cilegeh (CLH),,Ls,12:06:00,
37  Haurgeulis (HGL),,12:13:00,12:15:00,
38  Cipunegara (CRA),,Ls,12:20:00,
39,Pegadenbaru (PGB),Ls,12:24:00,
40  Cikaum (CKM),,Ls,12:29:00,// KA 2501 (KA 2501 =)
41,Pasirbungur (PAS),Ls,12:32:00,
42,Pringkasap (PRI),Ls,12:36:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
43,Pabuaran (PAB),Ls,12:40:00,
44,Tanjungrasa (TJS),Ls,12:43:00,
45  Cikampek (CKP),,12:51:00,13:20:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Cikampek (CKP),12:51:00,13:20:00,MENERUSKAN PERJALANAN KA 171
2,Cibungur (CBR),Ls,13:29:00,
3,Sadang (SAD),Ls,-,
4,Purwakarta (PWK),13:40:00,13:43:00,
5,Ciganea (CA),Ls,13:52:00,
6,Sukatani (SUT),Ls,14:01:00,
7,Plered (PLD),Ls,14:06:00,
8,Cisomang (CG),Ls,-,
9,Cikadongdong (CD),Ls,14:21:00,
10  Rendeh (RH),,Ls,14:25:00,
11  Maswati (MSI),,Ls,14:30:00,
12,Sasaksaat (SKT),Ls,14:37:00,X KA 283 (KA 283 X)
13  Cilame (CLE),,Ls,14:45:00,
14,Padalarang (PDL),Ls,14:53:00,
,15  Gadobangkong (GK),Ls,-,
16  Cimahi (CMI),,14:59:00,15:01:00,
17  Cimindi (CMD),,Ls,15:05:00,
18  Andir (AND),,Ls,15:07:00,
19  Bandung (BD),,15:12:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Bandung (BD),,16:55:00,
2,Andir (AND),Ls,17:00:00,
3,Cimindi (CMD),Ls,17:02:00,
4,Cimahi (CMI),17:06:00,17:08:00,
5,Gadobangkong (GK),Ls,-,
6,Padalarang (PDL),Ls,17:15:00,
7,Cilame (CLE),Ls,17:24:00,
8,Sasaksaat (SKT),Ls,17:32:00,
9,Maswati (MSI),Ls,17:38:00,X KA 350 (KA 350 X)
10  Rendeh (RH),,Ls,17:43:00,
