0,1,2,3,4
77  Meluwung (MLW),,Ls,13:42:00,
78,Langen (LN),Ls,13:48:00,
79,Banjar (BJR),13:57:00,14:02:00,
,80  Karangpucung (KNP),Ls,14:08:00,
81,Bojong (BJG),Ls,14:15:00,
82,Ciamis (CI),14:24:00,14:33:00,X KA 276 (KA 276 X)
83  Manonjaya (MNJ),,Ls,14:46:00,
84  Awipari (AW),,Ls,14:49:00,
85,Tasikmalaya (TSM),14:55:00,15:29:00,"X KA 128 (KA 128 X) 
= KA 69 (KA 69 //)"
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
86,Indihiang (IH),15:37:00,15:55:00,= KA 9 (KA 9 //)
87,Rajapolah (RJP),Ls,16:05:00,
88,Ciawi (CAW),16:16:00,16:25:00,X KA 284 (KA 284 X)
89,Cirahayu (CAA),Ls,16:35:00,
90,Cipeundeuy (CPD),16:50:00,17:00:00,
91,Bumiwaluya (BMW),Ls,17:11:00,
,92  Warungbandrek (WB),Ls,17:23:00,
93,Cibatu (CB),17:32:00,17:34:00,
94,Leuwigoong (LO),Ls,-,
95  Karangsari (KRAI),,Ls,17:43:00,
96,Leles (LL),17:49:00,17:51:00,
97,Lebakjero (LBJ),Ls,18:03:00,
98  Nagreg (NG),,18:13:00,18:20:00,X KA 12 (KA 12 X)
99,Cicalengka (CCL),Ls,18:34:00,
100  Haurpugur (HRP),,Ls,18:37:00,
101  Rancaekek (RCK),,18:42:00,18:44:00,
102  Cimekar (CMK),,Ls,-,
103  Gedebage (GDB),,Ls,18:51:00,
104  Kiaracondong (KAC),,18:58:00,,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
1,Kiaracondong (KAC),,11:10:00,
2,Gedebage (GDB),Ls,11:18:00,
3,Cimekar (CMK),Ls,-,
4,Rancaekek (RCK),11:25:00,11:27:00,
5,Haurpugur (HRP),Ls,11:31:30,
6,Cicalengka (CCL),Ls,11:35:00,
7,Nagreg (NG),Ls,11:49:00,
8,Lebakjero (LBJ),Ls,11:57:00,
9,Leles (LL),12:07:00,12:17:00,X KA 283 (KA 283 X)
10  Karangsari (KRAI),,Ls,12:23:00,
11,Leuwigoong (LO),Ls,-,
12,Cibatu (CB),12:32:00,12:37:00,X KA 349 (KA 349 X)
,13  Warungbandrek (WB),Ls,12:46:00,
14,Bumiwaluya (BMW),Ls,12:58:00,
15,Cipeundeuy (CPD),13:09:00,13:20:00,X KA 77 (KA 77 X)
16,Cirahayu (CAA),Ls,13:33:00,
17,Ciawi (CAW),Ls,13:41:00,
18,Rajapolah (RJP),Ls,13:50:00,
19,Indihiang (IH),Ls,13:57:00,
20,Tasikmalaya (TSM),14:03:00,14:06:00,
21  Awipari (AW),,Ls,14:14:00,X KA 291 (KA 291 X)
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
22  Manonjaya (MNJ),,Ls,14:18:00,
23,Ciamis (CI),14:29:00,14:31:00,X KA 275 (KA 275 X)
24,Bojong (BJG),14:40:00,14:46:00,X KA 69 (KA 69 X)
,25  Karangpucung (KNP),14:56:00,15:03:00,X KA 9 (KA 9 X)
26,Banjar (BJR),15:10:00,15:15:00,
27,Langen (LN),Ls,15:25:00,
28  Meluwung (MLW),,Ls,15:31:00,
29,Cipari (CPI),Ls,15:37:00,
30,Sidareja (SDR),15:44:00,15:46:00,
,31  Gandrungmangun (GDM),Ls,15:53:00,
,32  Kawunganten (KWG),Ls,16:00:00,
33,Jeruklegi (JRL),16:13:00,16:15:00,
34,Lebeng (LBG),Ls,16:22:00,
35  Kasugihan (KH),,Ls,16:27:00,
36  Maos (MA),,16:30:00,16:32:00,
37,Sikampuh (SKP),Ls,16:38:00,
38  Kroya (KYA),,16:45:00,17:09:00,"(KA 2719 X) 
= KA 90 KA 256 (KA 90 KA 256 //)"
39  Kemranjen (KJ),,Ls,17:16:00,
40,Sumpiuh (SPH),Ls,17:20:00,
41,Tambak (TBK),Ls,17:24:00,
42,Ijo (IJ),Ls,17:27:00,
43  Gombong (GB),,17:34:00,17:36:00,
44  Karanganyar (KA),,Ls,17:43:00,
45,Sruweng (SRW),Ls,17:46:00,
46  Kebumen (KM),,17:53:00,17:55:00,
47  Wonosari (WNS),,Ls,18:00:00,
,48  Kutowinangun (KWN),Ls,18:03:00,
49,Prembun (PRB),Ls,18:08:00,
50,Butuh (BTH),Ls,18:13:00,
51  Kutoarjo (KTA),,18:18:00,18:23:00,
52,Jenar (JN),Ls,18:35:00,
53  Wojo (WJ),,Ls,18:41:00,
54  Kedundang (KDG),,Ls,18:46:00,
55  Wates (WT),,18:52:00,18:54:00,
56,Sentolo (STL),Ls,19:04:00,
57,Rewulu (RWL),Ls,19:11:00,
58,Patukan (PTN),Ls,19:15:00,
59  Yogyakarta (YK),,Ls,19:20:00,
60,Lempuyangan (LPN),19:25:00,19:29:00,
61  Maguwo (MGW),,Ls,19:35:00,
62,Brambanan (BBN),Ls,19:41:00,
63,Srowot (SWT),Ls,19:45:00,
64  Klaten (KT),,19:51:00,19:53:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
65,Ceper (CE),Ls,20:01:00,
66  Delanggu (DL),,Ls,20:05:00,
67  Gawok (GW),,Ls,20:09:00,
68,Purwosari (PWS),20:15:00,20:19:00,
69,Solobalapan (SLO),Ls,20:23:00,
70,Solojebres (SK),Ls,20:27:00,
71,Palur (PL),Ls,20:31:00,
72  Kemiri (KMR),,Ls,20:35:00,
73  Masaran (MSR),,Ls,20:41:00,
74,Sragen (SR),20:49:00,20:52:00,
75  Kebonromo (KRO),,Ls,20:58:00,
,76  Kedungbanteng (KDB),Ls,21:03:00,
77  Walikukun (WK),,21:14:00,21:17:00,
78  Kedunggalar (KG),,Ls,21:26:00,
79  Ngawi (NGW),,21:34:00,21:37:00,
80  Geneng (GG),,Ls,21:44:00,
81  Magetan (MAG),,Ls,21:51:00,
82  Madiun (MN),,22:00:00,22:06:00,
83,Babadan (BBD),Ls,22:14:00,
84,Caruban (CRB),22:22:00,22:24:00,
85,Saradan (SRD),Ls,22:32:00,
86,Bagor (BGR),Ls,22:44:00,
87  Nganjuk (NJ),,22:51:00,22:54:00,
88,Sukomoro (SKM),Ls,22:59:00,
89,Baron (BRN),Ls,23:06:00,
90  Kertosono (KTS),,23:13:00,23:16:00,
91,Sembung (SMB),Ls,23:23:00,
92,Jombang (JG),23:31:00,23:34:00,
93,Peterongan (PTR),Ls,-,
94,Sumobito (SBO),Ls,23:45:00,
95,Curahmalang (CRM),Ls,-,
96  Mojokerto (MR),,23:56:00,23:59:00,
97,Tarik (TRK),Ls,00:08:00,
98  Kedinding (KDN),,Ls,-,
99  Krian (KRN),,Ls,00:16:00,
100  Boharan (BH),,Ls,-,
101  Sepanjang (SPJ),,Ls,00:27:00,
102  Wonokromo (WO),,Ls,00:33:00,
103  Ngagel (NGA),,Ls,-,
,104  Surabayagubeng (SGU),00:40:00,,
