0,1,2,3,4
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,18:54:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11  Cikarang (CKR),,19:02:00,19:11:00,= KA 134 (KA 134 //)
12,Lemahabang (LMB),Ls,19:15:00,
,13  Kedunggedeh (KDH),Ls,19:22:00,
14  Karawang (KW),,Ls,19:26:00,
15  Klari (KLI),,Ls,19:30:00,
16  Kosambi (KOS),,Ls,19:32:00,// KA 334 (KA 334 =)
17  Dawuan (DWN),,Ls,19:36:00,
18  Cikampek (CKP),,Ls,19:39:00,
19,Tanjungrasa (TJS),Ls,19:46:00,
20,Pabuaran (PAB),Ls,19:49:00,
21,Pringkasap (PRI),Ls,19:52:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
22,Pasirbungur (PAS),Ls,19:56:00,
23  Cikaum (CKM),,Ls,19:59:00,
24,Pegadenbaru (PGB),Ls,20:04:00,
25  Cipunegara (CRA),,Ls,20:08:00,
26  Haurgeulis (HGL),,20:13:00,20:15:00,
27  Cilegeh (CLH),,Ls,20:22:00,
,28  Kadokangabus (KAB),Ls,20:27:00,
29,Terisi (TIS),Ls,20:31:00,
30,Telagasari (TLS),Ls,20:36:00,
31,Jatibarang (JTB),20:43:00,20:45:00,// KA 302 (KA 302 =)
,32  Kertasemaya (KTM),Ls,20:51:00,
,33  Arjawinangun (AWN),Ls,21:00:00,
34  Bangoduwa (BDW),,Ls,21:04:00,
35  Cangkring (CNK),,Ls,21:07:00,
36  Cirebon (CN),,Ls,21:12:00,
,37  Cirebon Prujakan (CNP),21:16:00,21:24:00,
,38  Waruduwur (WDW),Ls,21:32:00,
39  Babakan (BBK),,21:41:00,21:43:00,
40,Losari (LOS),Ls,21:50:00,
41,Tanjung (TGN),Ls,21:55:00,
42  Brebes (BB),,22:08:00,22:10:00,
43,Tegal (TG),22:21:00,22:24:00,// KA 2708 (KA 2708 =)
44,Larangan (LR),Ls,22:29:00,
45,Surodadi (SD),Ls,22:35:00,
46,Pemalang (PML),22:44:00,22:46:00,
47,Petarukan (PTA),Ls,22:52:00,
48  Comal (CO),,Ls,22:58:00,
49,Sragi (SRI),Ls,23:01:00,
50,Pekalongan (PK),23:09:00,23:12:00,
51  Batang (BTG),,Ls,23:20:00,
52  Ujungnegoro (UJN),,Ls,23:23:00,
53  Kuripan (KRP),,Ls,23:31:00,
54,Plabuan (PLB),Ls,23:36:00,
55  Krengseng (KNS),,Ls,23:43:00,
56  Weleri (WLR),,23:47:00,23:49:00,
57  Kalibodri (KBD),,Ls,23:57:00,
58  Kaliwungu (KLN),,Ls,00:05:00,
59  Mangkang (MKG),,Ls,00:09:00,
60,Jerakah (JRK),Ls,00:13:00,
61,Semarang Poncol (SMC),00:20:00,,
