0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,05:50:00,
2,Semarang Poncol (SMC),Ls,05:55:00,
3,Jerakah (JRK),Ls,05:58:00,
4,Mangkang (MKG),Ls,06:02:00,
5,Kaliwungu (KLN),Ls,06:06:00,
6,Kalibodri (KBD),Ls,06:14:00,
7  Weleri (WLR),,Ls,06:19:00,
8,Krengseng (KNS),Ls,06:22:00,
9,Plabuan (PLB),Ls,06:28:00,
10  Kuripan (KRP),,Ls,06:33:00,
11  Ujungnegoro (UJN),,Ls,06:41:00,
12  Batang (BTG),,Ls,06:44:00,
13,Pekalongan (PK),06:52:00,06:54:00,
14,Sragi (SRI),Ls,07:02:00,
15  Comal (CO),,Ls,07:05:00,
16,Petarukan (PTA),Ls,07:10:00,// KA 2501 (KA 2501 =)
17,Pemalang (PML),07:15:00,07:17:00,
18,Surodadi (SD),Ls,07:25:00,
19,Larangan (LR),Ls,07:32:00,
20,Tegal (TG),07:37:00,07:39:00,
21  Brebes (BB),,Ls,07:47:00,
22,Tanjung (TGN),Ls,07:58:00,// KA 217 (KA 217 =)
23,Losari (LOS),Ls,08:03:00,
24  Babakan (BBK),,Ls,08:08:00,
,25  Waruduwur (WDW),Ls,08:15:00,
,26  Cirebon Prujakan (CNP),Ls,08:21:00,
27  Cirebon (CN),,08:24:00,08:29:00,
28  Cangkring (CNK),,Ls,08:36:00,
29  Bangoduwa (BDW),,Ls,08:39:00,
,30  Arjawinangun (AWN),Ls,08:42:00,// KA 2527 (KA 2527 =)
,31  Kertasemaya (KTM),Ls,08:51:00,
32,Jatibarang (JTB),Ls,08:56:00,
33,Telagasari (TLS),Ls,09:02:00,
34,Terisi (TIS),Ls,09:07:00,
,35  Kadokangabus (KAB),Ls,09:11:00,
36  Cilegeh (CLH),,Ls,09:16:00,
37  Haurgeulis (HGL),,Ls,09:22:00,
38  Cipunegara (CRA),,Ls,09:26:00,
39,Pegadenbaru (PGB),Ls,09:31:00,
40  Cikaum (CKM),,Ls,09:36:00,// KA 2525 (KA 2525 =)
41,Pasirbungur (PAS),Ls,09:40:00,
42,Pringkasap (PRI),Ls,09:43:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43,Pabuaran (PAB),Ls,09:46:00,
44,Tanjungrasa (TJS),Ls,09:49:00,
45  Cikampek (CKP),,Ls,09:56:00,
46  Dawuan (DWN),,Ls,09:59:00,
47  Kosambi (KOS),,Ls,10:03:00,// KA 327 (KA 327 =)
48  Klari (KLI),,Ls,10:05:00,
49  Karawang (KW),,10:10:00,10:12:00,// KA 2535F JJ (KA 2535F JJ =)
,50  Kedunggedeh (KDH),Ls,10:18:00,
51,Lemahabang (LMB),Ls,10:24:00,
52  Cikarang (CKR),,Ls,10:27:00,
53,Telaga Murni (TLM),Ls,-,
54  Cibitung (CIT),,Ls,-,
55,Tambun (TB),Ls,10:34:00,
,56  Bekasitimur (BKST),Ls,-,
57  Bekasi (BKS),,10:40:00,10:42:00,
58,Jatinegara (JNG),10:53:00,10:55:00,
59  Matraman (MTR),,Ls,-,
60  Manggarai (MRI),,Ls,11:00:00,
61  Cikini (CKI),,Ls,-,
62  Gondangdia (GDD),,Ls,-,
63  Gambir (GMR),,11:10:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Gambir (GMR),,12:00:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,12:09:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),12:14:00,12:16:00,
7,Bekasi (BKS),12:27:00,12:29:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,12:35:00,// KA 6024 (KA 6024 =)
10  Cibitung (CIT),,Ls,-,
11,Telaga Murni (TLM),Ls,-,
12  Cikarang (CKR),,Ls,12:42:00,
13,Lemahabang (LMB),Ls,12:45:00,// KA 2522 (KA 2522 =)
,14  Kedunggedeh (KDH),Ls,12:51:00,
15  Karawang (KW),,12:56:00,12:58:00,
16  Klari (KLI),,Ls,13:04:00,
17  Kosambi (KOS),,Ls,13:06:00,
18  Dawuan (DWN),,Ls,13:10:00,
19  Cikampek (CKP),,Ls,13:13:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
20,Tanjungrasa (TJS),Ls,13:20:00,
21,Pabuaran (PAB),Ls,13:23:00,
22,Pringkasap (PRI),Ls,13:26:00,
23,Pasirbungur (PAS),Ls,13:29:00,
24  Cikaum (CKM),,Ls,13:32:00,
25,Pegadenbaru (PGB),Ls,13:37:00,
26  Cipunegara (CRA),,Ls,13:41:00,
27  Haurgeulis (HGL),,Ls,13:45:00,
28  Cilegeh (CLH),,Ls,13:51:00,
,29  Kadokangabus (KAB),Ls,13:56:00,
30,Terisi (TIS),Ls,14:00:00,
31,Telagasari (TLS),Ls,14:05:00,
32,Jatibarang (JTB),Ls,14:11:00,
,33  Kertasemaya (KTM),Ls,14:16:00,
,34  Arjawinangun (AWN),Ls,14:25:00,
35  Bangoduwa (BDW),,Ls,14:28:00,
36  Cangkring (CNK),,Ls,14:31:00,
37  Cirebon (CN),,14:38:00,14:43:00,
,38  Cirebon Prujakan (CNP),Ls,14:46:00,
,39  Waruduwur (WDW),Ls,14:53:00,
40  Babakan (BBK),,Ls,15:00:00,// KA 270 (KA 270 =)
41,Losari (LOS),Ls,15:05:00,
42,Tanjung (TGN),Ls,15:10:00,
43  Brebes (BB),,Ls,15:21:00,
44,Tegal (TG),15:30:00,15:32:00,
45,Larangan (LR),Ls,15:37:00,
46,Surodadi (SD),Ls,15:43:00,
47,Pemalang (PML),15:51:00,15:53:00,
48,Petarukan (PTA),Ls,15:58:00,
49  Comal (CO),,Ls,16:03:00,
50,Sragi (SRI),Ls,16:06:00,
51,Pekalongan (PK),16:14:00,16:16:00,
52  Batang (BTG),,Ls,16:24:00,
53  Ujungnegoro (UJN),,Ls,16:28:00,
54  Kuripan (KRP),,Ls,16:36:00,
55,Plabuan (PLB),Ls,16:41:00,
56  Krengseng (KNS),,Ls,16:47:00,
57  Weleri (WLR),,Ls,16:50:00,
58  Kalibodri (KBD),,Ls,16:56:00,
59  Kaliwungu (KLN),,Ls,17:04:00,
60  Mangkang (MKG),,Ls,17:07:00,
61,Jerakah (JRK),Ls,17:11:00,
62,Semarang Poncol (SMC),Ls,17:15:00,// KA 272 (KA 272 =)
63,Semarang Tawang (SMT),17:20:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,19:00:00,
2,Semarang Poncol (SMC),Ls,19:04:00,
3,Jerakah (JRK),Ls,19:08:00,
4,Mangkang (MKG),Ls,19:12:00,
5,Kaliwungu (KLN),Ls,19:16:00,
6,Kalibodri (KBD),Ls,19:24:00,
7  Weleri (WLR),,Ls,19:29:00,
8,Krengseng (KNS),Ls,19:32:00,
