0,1,2,3,4
18,Surodadi (SD),Ls,18:32:00,
19,Larangan (LR),Ls,18:38:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
20,Tegal (TG),18:42:00,18:44:00,// KA 269 (KA 269 =)
21  Brebes (BB),,Ls,18:52:00,
22,Tanjung (TGN),Ls,19:03:00,
23,Losari (LOS),Ls,19:08:00,
24  Babakan (BBK),,Ls,19:13:00,
,25  Waruduwur (WDW),Ls,19:20:00,
,26  Cirebon Prujakan (CNP),Ls,19:27:00,
27  Cirebon (CN),,19:30:00,19:35:00,
28  Cangkring (CNK),,Ls,19:42:00,
29  Bangoduwa (BDW),,Ls,19:45:00,
,30  Arjawinangun (AWN),Ls,19:48:00,// KA 2519 (KA 2519 =)
,31  Kertasemaya (KTM),Ls,19:57:00,
32,Jatibarang (JTB),Ls,20:02:00,// KA 2523 (KA 2523 =)
33,Telagasari (TLS),Ls,20:08:00,
34,Terisi (TIS),Ls,20:13:00,
,35  Kadokangabus (KAB),Ls,20:17:00,
36  Cilegeh (CLH),,Ls,20:22:00,
37  Haurgeulis (HGL),,Ls,20:28:00,
38  Cipunegara (CRA),,Ls,20:32:00,
39,Pegadenbaru (PGB),Ls,20:37:00,
40  Cikaum (CKM),,Ls,20:42:00,// KA 2509 (KA 2509 =)
41,Pasirbungur (PAS),Ls,20:45:00,
42,Pringkasap (PRI),Ls,20:48:00,
43,Pabuaran (PAB),Ls,20:51:00,
44,Tanjungrasa (TJS),Ls,20:54:00,
45  Cikampek (CKP),,Ls,21:01:00,
46  Dawuan (DWN),,Ls,21:04:00,
47  Kosambi (KOS),,Ls,21:08:00,
48  Klari (KLI),,Ls,21:10:00,
49  Karawang (KW),,Ls,21:14:00,
,50  Kedunggedeh (KDH),Ls,21:18:00,
51,Lemahabang (LMB),Ls,21:24:00,
52  Cikarang (CKR),,Ls,21:27:00,
53,Telaga Murni (TLM),Ls,-,
54  Cibitung (CIT),,Ls,-,
55,Tambun (TB),Ls,21:34:00,
,56  Bekasitimur (BKST),Ls,-,
57  Bekasi (BKS),,21:40:00,21:42:00,
58,Jatinegara (JNG),21:55:00,21:57:00,
59  Matraman (MTR),,Ls,-,
60  Manggarai (MRI),,Ls,22:02:00,
61  Cikini (CKI),,Ls,-,
62  Gondangdia (GDD),,Ls,-,
63  Gambir (GMR),,22:11:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Gambir (GMR),,22:40:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,22:49:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),22:55:00,22:57:00,
7,Bekasi (BKS),23:07:00,23:09:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,23:15:00,
10  Cibitung (CIT),,Ls,-,
11,Telaga Murni (TLM),Ls,-,
12  Cikarang (CKR),,Ls,23:22:00,
13,Lemahabang (LMB),Ls,23:25:00,
,14  Kedunggedeh (KDH),Ls,23:31:00,
15  Karawang (KW),,Ls,23:35:00,
16  Klari (KLI),,Ls,23:39:00,
17  Kosambi (KOS),,Ls,23:41:00,
18  Dawuan (DWN),,Ls,23:45:00,
19  Cikampek (CKP),,Ls,23:48:00,
20,Tanjungrasa (TJS),Ls,23:55:00,
21,Pabuaran (PAB),Ls,23:58:00,
22,Pringkasap (PRI),Ls,00:01:00,
23,Pasirbungur (PAS),Ls,00:04:00,
24  Cikaum (CKM),,Ls,00:07:00,
25,Pegadenbaru (PGB),Ls,00:12:00,
26  Cipunegara (CRA),,Ls,00:16:00,
27  Haurgeulis (HGL),,Ls,00:20:00,
28  Cilegeh (CLH),,Ls,00:27:00,
,29  Kadokangabus (KAB),Ls,00:32:00,
30,Terisi (TIS),Ls,00:36:00,
31,Telagasari (TLS),Ls,00:41:00,
32,Jatibarang (JTB),Ls,00:47:00,// KA 92 (KA 92 =)
,33  Kertasemaya (KTM),Ls,00:52:00,
,34  Arjawinangun (AWN),Ls,01:01:00,
35  Bangoduwa (BDW),,Ls,01:04:00,
36  Cangkring (CNK),,Ls,01:07:00,
37  Cirebon (CN),,01:13:00,01:18:00,
,38  Cirebon Prujakan (CNP),Ls,01:21:00,
,39  Waruduwur (WDW),Ls,01:28:00,
40  Babakan (BBK),,Ls,01:35:00,
41,Losari (LOS),Ls,01:40:00,
42,Tanjung (TGN),Ls,01:45:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43  Brebes (BB),,Ls,01:56:00,
44,Tegal (TG),02:05:00,02:07:00,
45,Larangan (LR),Ls,02:13:00,
46,Surodadi (SD),Ls,02:19:00,
47,Pemalang (PML),Ls,02:26:00,
48,Petarukan (PTA),Ls,02:30:00,
49  Comal (CO),,Ls,02:35:00,
50,Sragi (SRI),Ls,02:38:00,
51,Pekalongan (PK),02:47:00,02:49:00,
52  Batang (BTG),,Ls,02:57:00,
53  Ujungnegoro (UJN),,Ls,03:01:00,
54  Kuripan (KRP),,Ls,03:09:00,
55,Plabuan (PLB),Ls,03:14:00,
56  Krengseng (KNS),,Ls,03:20:00,
57  Weleri (WLR),,Ls,03:24:00,
58  Kalibodri (KBD),,Ls,03:31:00,
59  Kaliwungu (KLN),,Ls,03:39:00,
60  Mangkang (MKG),,Ls,03:42:00,
61,Jerakah (JRK),Ls,03:46:00,
62,Semarang Poncol (SMC),Ls,03:50:00,
63,Semarang Tawang (SMT),03:55:00,,
