0,1,2,3,4
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
1,Surabayagubeng (SGU),,20:00:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,20:05:00,
4,Sepanjang (SPJ),Ls,20:09:00,
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,20:18:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,20:24:00,
9,Mojokerto (MR),20:31:00,20:33:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,20:42:00,
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),20:50:00,20:52:00,// KA 305 (KA 305 =)
14,Sembung (SMB),Ls,20:59:00,
15  Kertosono (KTS),,21:04:00,21:06:00,
16,Baron (BRN),Ls,21:12:00,
17,Sukomoro (SKM),Ls,21:18:00,
18  Nganjuk (NJ),,21:22:00,21:24:00,// KA 301 (KA 301 =)
19,Bagor (BGR),Ls,21:30:00,
20,Saradan (SRD),Ls,21:40:00,
21,Caruban (CRB),Ls,21:45:00,
22,Babadan (BBD),Ls,21:50:00,
23  Madiun (MN),,21:56:00,22:01:00,
24  Magetan (MAG),,Ls,22:09:00,
25  Geneng (GG),,Ls,22:14:00,
26  Ngawi (NGW),,Ls,22:18:00,
27  Kedunggalar (KG),,Ls,22:23:00,
28  Walikukun (WK),,Ls,22:29:00,
,29  Kedungbanteng (KDB),Ls,22:36:00,
30  Kebonromo (KRO),,Ls,22:40:00,
31,Sragen (SR),Ls,22:43:00,// KA 245 (KA 245 =)
32  Masaran (MSR),,Ls,22:48:00,
33  Kemiri (KMR),,Ls,22:53:00,
34,Palur (PL),Ls,22:55:30,
35,Solojebres (SK),Ls,22:58:00,
36,Solobalapan (SLO),23:02:00,23:05:00,
37,Purwosari (PWS),Ls,23:09:00,
38  Gawok (GW),,Ls,23:13:00,
39  Delanggu (DL),,Ls,23:16:00,
40,Ceper (CE),Ls,23:20:00,
41  Klaten (KT),,Ls,23:25:00,// KA 273 (KA 273 =)
42,Srowot (SWT),Ls,23:29:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
43,Brambanan (BBN),Ls,23:32:30,
44  Maguwo (MGW),,Ls,23:37:00,
45,Lempuyangan (LPN),Ls,23:41:00,
46  Yogyakarta (YK),,23:45:00,23:50:00,
47,Patukan (PTN),Ls,23:55:00,
48,Rewulu (RWL),Ls,23:58:00,
49,Sentolo (STL),Ls,00:04:00,
50  Wates (WT),,Ls,00:12:00,// KA 281 (KA 281 =)
51  Kedundang (KDG),,Ls,00:16:00,
52  Wojo (WJ),,Ls,00:19:30,
53,Jenar (JN),Ls,00:24:00,
54  Kutoarjo (KTA),,00:34:00,00:37:00,
55,Butuh (BTH),Ls,00:42:00,
56,Prembun (PRB),Ls,00:45:30,
,57  Kutowinangun (KWN),Ls,00:50:00,
58  Wonosari (WNS),,Ls,00:52:00,
59  Kebumen (KM),,00:57:00,00:59:00,
60,Sruweng (SRW),Ls,01:06:00,
61  Karanganyar (KA),,Ls,01:08:00,
62  Gombong (GB),,Ls,01:13:00,
63,Ijo (IJ),Ls,01:16:30,
64,Tambak (TBK),Ls,01:19:00,
65,Sumpiuh (SPH),Ls,01:22:00,
66  Kemranjen (KJ),,Ls,01:25:00,
67  Kroya (KYA),,01:31:00,01:34:00,
68,Sikampuh (SKP),Ls,01:40:00,X KA 2720 (KA 2720 X)
69  Maos (MA),,Ls,01:44:00,
70  Kasugihan (KH),,Ls,01:45:00,
71,Lebeng (LBG),Ls,01:48:00,
72,Jeruklegi (JRL),Ls,01:52:00,X KA 292 (KA 292 X)
,73  Kawunganten (KWG),Ls,02:03:00,
,74  Gandrungmangun (GDM),Ls,02:09:00,
