0,1,2,3,4
33  Brumbung (BBG),,Ls,17:27:00,
34  Alastua (ATA),,Ls,17:32:00,
35,Semarang Tawang (SMT),17:40:00,17:44:00,
36,Semarang Poncol (SMC),17:51:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Semarang Poncol (SMC),,08:30:00,
2,Semarang Tawang (SMT),08:37:00,08:41:00,// KA 2530 (KA 2530 =)
3,Alastua (ATA),Ls,08:49:00,
4,Brumbung (BBG),Ls,08:54:00,
5,Tegowanu (TGW),Ls,09:00:00,
6,Gubug (GUB),Ls,09:05:00,
7,Karangjati (KGT),Ls,09:14:00,
8,Sedadi (SDI),Ls,09:20:00,
9,Ngrombo (NBO),09:26:00,09:29:00,
10  Gambringan (GBN),,Ls,09:32:00,
11,Jambon (JBN),Ls,09:40:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
12,Panunggalan (PNL),Ls,09:44:00,
13  Kradenan (KNN),,09:53:00,09:55:00,
14,Sulur (SL),Ls,10:03:00,
15  Doplang (DPL),,Ls,10:08:00,
,16  Randublatung (RBG),10:19:00,10:22:00,
17  Wadu (WDU),,Ls,10:32:00,
18  Kapuan (KPA),,Ls,10:36:00,
19  Cepu (CU),,10:42:00,10:47:00,// KA 2528 (KA 2528 =)
20,Tobo (TBO),Ls,10:54:00,
21  Kalitidu (KIT),,Ls,11:04:00,
22  Bojonegoro (BJ),,11:17:00,11:20:00,
23  Kapas (KPS),,Ls,11:27:00,
24,Sumberrejo (SRJ),Ls,11:32:00,
25  Bowerno (BWO),,Ls,11:41:00,
26  Babat (BBT),,11:50:00,11:53:00,
27  Gembong (GEB),,Ls,11:59:00,
28,Pucuk (PC),Ls,12:03:00,
29,Surabayan (SBN),Ls,12:10:00,
30,Lamongan (LMG),12:18:00,12:21:00,
31  Duduk (DD),,Ls,12:31:00,
32  Cerme (CME),,Ls,12:38:00,
33  Benowo (BNW),,Ls,12:42:00,
34  Kandangan (KDA),,Ls,12:46:00,
35,Tandes (TES),Ls,12:49:00,
36,Surabaya Pasarturi (SBI),12:55:00,,
