0,1,2,3,4
73,Pegadenbaru (PGB),Ls,23:34:00,
74  Cikaum (CKM),,Ls,23:40:00,
75,Pasirbungur (PAS),Ls,23:44:00,
76,Pringkasap (PRI),Ls,23:48:00,
77,Pabuaran (PAB),Ls,23:52:00,
78,Tanjungrasa (TJS),Ls,23:56:00,
79  Cikampek (CKP),,Ls,00:03:00,
80  Dawuan (DWN),,Ls,00:06:00,
81  Kosambi (KOS),,Ls,00:11:00,
82  Klari (KLI),,Ls,00:14:00,
83  Karawang (KW),,Ls,00:19:00,
,84  Kedunggedeh (KDH),Ls,00:23:00,
85,Lemahabang (LMB),Ls,00:29:00,
86  Cikarang (CKR),,Ls,00:32:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
87,Telaga Murni (TLM),Ls,-,
88  Cibitung (CIT),,Ls,-,
89,Tambun (TB),Ls,00:40:00,
,90  Bekasitimur (BKST),Ls,-,
91  Bekasi (BKS),,00:46:00,00:48:00,
92,Jatinegara (JNG),Ls,01:00:00,
93,Pondokjati (POK),Ls,-,
94  Kramat (KMT),,Ls,-,
,95  Gangsentiong (GST),Ls,-,
96,Pasarsenen (PSE),01:10:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,21:30:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,21:40:00,
6,Bekasi (BKS),21:53:00,21:55:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,22:01:00,// KA 5174 (KA 5174 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11  Cikarang (CKR),,Ls,22:09:00,
12,Lemahabang (LMB),Ls,22:12:00,
,13  Kedunggedeh (KDH),Ls,22:19:00,
14  Karawang (KW),,22:25:00,22:37:00,= KA 76 (KA 76 //)
15  Klari (KLI),,Ls,22:43:00,
16  Kosambi (KOS),,Ls,22:46:00,
17  Dawuan (DWN),,Ls,22:51:00,
18  Cikampek (CKP),,Ls,22:54:00,
19,Tanjungrasa (TJS),Ls,23:01:00,
20,Pabuaran (PAB),Ls,23:04:00,
21,Pringkasap (PRI),Ls,23:08:00,
22,Pasirbungur (PAS),Ls,23:12:00,
23  Cikaum (CKM),,Ls,23:16:00,
24,Pegadenbaru (PGB),Ls,23:22:00,
25  Cipunegara (CRA),,Ls,23:27:00,
26  Haurgeulis (HGL),,Ls,23:31:00,
27  Cilegeh (CLH),,Ls,23:38:00,
,28  Kadokangabus (KAB),Ls,23:44:00,
29,Terisi (TIS),Ls,23:48:00,
30,Telagasari (TLS),Ls,23:54:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
31,Jatibarang (JTB),00:02:00,00:05:00,
,32  Kertasemaya (KTM),Ls,00:12:00,
,33  Arjawinangun (AWN),Ls,00:22:00,
34  Bangoduwa (BDW),,Ls,00:26:00,
35  Cangkring (CNK),,Ls,00:30:00,
36  Cirebon (CN),,00:37:00,00:44:00,
,37  Cirebon Prujakan (CNP),Ls,00:48:00,
,38  Waruduwur (WDW),Ls,00:56:00,
39  Babakan (BBK),,Ls,01:05:00,
40,Losari (LOS),Ls,01:11:00,
41,Tanjung (TGN),Ls,01:17:00,
42  Brebes (BB),,Ls,01:31:00,
43,Tegal (TG),01:42:00,01:46:00,
44,Larangan (LR),Ls,01:51:00,
45,Surodadi (SD),Ls,01:58:00,
46,Pemalang (PML),02:07:00,02:09:00,
47,Petarukan (PTA),Ls,02:15:00,
48  Comal (CO),,Ls,02:22:00,
49,Sragi (SRI),Ls,02:25:00,
50,Pekalongan (PK),02:34:00,02:36:00,
51  Batang (BTG),,Ls,02:44:00,
52  Ujungnegoro (UJN),,Ls,02:47:00,
53  Kuripan (KRP),,Ls,02:55:00,
54,Plabuan (PLB),Ls,03:00:00,
55  Krengseng (KNS),,Ls,03:07:00,
56  Weleri (WLR),,Ls,03:11:00,
57  Kalibodri (KBD),,Ls,03:18:00,
58  Kaliwungu (KLN),,Ls,03:27:00,
59  Mangkang (MKG),,Ls,03:31:00,
60,Jerakah (JRK),Ls,03:36:00,
61,Semarang Poncol (SMC),Ls,03:40:00,
62,Semarang Tawang (SMT),03:45:00,03:57:00,// KA 304 (KA 304 =)
63  Alastua (ATA),,Ls,04:07:00,
64  Brumbung (BBG),,Ls,04:13:00,
65,Tegowanu (TGW),Ls,04:19:00,
66  Gubug (GUB),,Ls,04:24:00,
67  Karangjati (KGT),,Ls,04:34:00,
68,Sedadi (SDI),Ls,04:40:00,
69  Ngrombo (NBO),,04:46:00,04:48:00,
70  Gambringan (GBN),,Ls,04:51:00,
71,Jambon (JBN),Ls,05:01:00,
72,Panunggalan (PNL),Ls,05:05:00,
73  Kradenan (KNN),,Ls,05:12:00,
74,Sulur (SL),Ls,05:19:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
75  Doplang (DPL),,Ls,05:25:00,
,76  Randublatung (RBG),Ls,05:35:00,
77  Wadu (WDU),,Ls,05:44:00,
78  Kapuan (KPA),,Ls,05:48:00,
79  Cepu (CU),,05:54:00,05:57:00,
80,Tobo (TBO),Ls,06:04:00,
81  Kalitidu (KIT),,Ls,06:13:00,
82  Bojonegoro (BJ),,06:26:00,06:29:00,
83  Kapas (KPS),,Ls,06:35:00,
84,Sumberrejo (SRJ),Ls,06:40:00,
85  Bowerno (BWO),,Ls,06:48:00,
86  Babat (BBT),,06:56:00,06:59:00,
87  Gembong (GEB),,Ls,07:05:00,
88,Pucuk (PC),Ls,07:09:00,
89,Surabayan (SBN),Ls,07:15:00,
90,Lamongan (LMG),07:21:00,07:24:00,
91  Duduk (DD),,Ls,07:35:00,
92  Cerme (CME),,Ls,07:42:00,
93  Benowo (BNW),,Ls,07:46:00,
94  Kandangan (KDA),,Ls,07:50:00,
95,Tandes (TES),Ls,07:52:00,
96,Surabaya Pasarturi (SBI),07:58:00,,
