0,1,2,3,4
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
43,Butuh (BTH),Ls,11:48:00,
44,Prembun (PRB),Ls,11:53:00,
,45  Kutowinangun (KWN),12:00:00,12:02:00,
46  Wonosari (WNS),,Ls,12:07:00,
47  Kebumen (KM),,12:11:00,12:13:00,
48,Sruweng (SRW),Ls,12:21:00,
49  Karanganyar (KA),,Ls,12:24:00,
50  Gombong (GB),,12:30:00,12:32:00,
51,Ijo (IJ),Ls,12:39:00,
52,Tambak (TBK),Ls,12:42:00,
53,Sumpiuh (SPH),Ls,12:46:00,
54  Kemranjen (KJ),,Ls,12:50:00,
55  Kroya (KYA),,12:56:00,12:59:00,
56,Randegan (RDN),Ls,13:06:00,
57  Kebasen (KBS),,Ls,13:09:00,
58  Notog (NTG),,Ls,13:14:00,
59,Purwokerto (PWT),13:22:00,13:27:00,
,60  Karanggandul (KGD),Ls,13:35:00,
61  Karangsari (KRR),,Ls,13:44:00,
62,Patuguran (PAT),Ls,13:55:00,
63  Kretek (KRT),,Ls,14:01:00,
64,Bumiayu (BMA),14:09:00,14:11:00,
65,Linggapura (LG),Ls,14:20:00,
66,Prupuk (PPK),Ls,14:30:00,
67,Songgom (SGG),Ls,14:38:00,
68,Larangan (LRA),Ls,14:42:00,
,69  Ketanggungan (KGG),Ls,14:48:00,
70,Ciledug (CLD),Ls,14:59:00,
71,Sindanglaut (SDU),Ls,15:09:00,
72,Luwung (LWG),Ls,15:14:00,
73,Cirebon Prujakan (CNP),Ls,15:20:00,
74,Cirebon (CN),15:24:00,15:30:00,
75,Cangkring (CNK),Ls,15:37:00,
76,Bangoduwa (BDW),Ls,15:40:00,
,77  Arjawinangun (AWN),Ls,15:44:00,
,78  Kertasemaya (KTM),Ls,15:54:00,
79,Jatibarang (JTB),Ls,16:00:00,
80,Telagasari (TLS),Ls,16:07:00,
81,Terisi (TIS),Ls,16:13:00,
,82  Kadokangabus (KAB),Ls,16:17:00,
83,Cilegeh (CLH),Ls,16:22:00,
84  Haurgeulis (HGL),,16:30:00,16:32:00,
85,Cipunegara (CRA),Ls,16:38:00,
86,Pegadenbaru (PGB),16:45:00,16:47:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
87,Cikaum (CKM),Ls,16:55:00,
88,Pasirbungur (PAS),Ls,16:59:00,
89,Pringkasap (PRI),Ls,17:03:00,
90,Pabuaran (PAB),Ls,17:07:00,
91,Tanjungrasa (TJS),Ls,17:10:00,
92,Cikampek (CKP),Ls,17:18:00,
93  Dawuan (DWN),,Ls,17:22:00,
94  Kosambi (KOS),,Ls,17:28:00,
95  Klari (KLI),,Ls,17:30:30,
96  Karawang (KW),,Ls,17:35:00,
,97  Kedunggedeh (KDH),Ls,17:39:00,// KA 337 (KA 337 =)
98,Lemahabang (LMB),Ls,17:45:00,
99,Cikarang (CKR),17:50:00,17:52:00,
100  Telaga Murni (TLM),,Ls,-,
101  Cibitung (CIT),,Ls,-,
102  Tambun (TB),,Ls,18:00:00,
103  Bekasitimur (BKST),,Ls,-,
104  Bekasi (BKS),,18:06:00,18:08:00,
105,Jatinegara (JNG),18:21:00,18:23:00,
106  Pondokjati (POK),,Ls,-,
107  Kramat (KMT),,Ls,-,
108  Gangsentiong (GST),,Ls,-,
109  Pasarsenen (PSE),,18:33:00,,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
1,Pasarsenen (PSE),,12:25:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),12:35:00,12:37:00,
6,Bekasi (BKS),Ls,12:50:00,// KA 5088 (KA 5088 =)
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,12:56:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),13:04:00,13:06:00,
12,Lemahabang (LMB),Ls,13:10:00,
,13  Kedunggedeh (KDH),Ls,13:17:00,
14  Karawang (KW),,Ls,13:21:00,// KA 2522 (KA 2522 =)
15  Klari (KLI),,Ls,13:26:00,
16  Kosambi (KOS),,Ls,13:29:00,
17  Dawuan (DWN),,Ls,13:34:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
18,Cikampek (CKP),Ls,13:37:00,
19,Tanjungrasa (TJS),Ls,13:44:00,
20,Pabuaran (PAB),Ls,13:47:00,
21,Pringkasap (PRI),Ls,13:51:00,
22,Pasirbungur (PAS),Ls,13:55:00,
23,Cikaum (CKM),Ls,13:59:00,
24,Pegadenbaru (PGB),14:06:00,14:08:00,
25,Cipunegara (CRA),Ls,14:14:00,
26  Haurgeulis (HGL),,14:19:00,14:21:00,
27,Cilegeh (CLH),Ls,14:29:00,
,28  Kadokangabus (KAB),Ls,14:34:00,
29,Terisi (TIS),Ls,14:38:00,
30,Telagasari (TLS),Ls,14:44:00,
31,Jatibarang (JTB),Ls,14:51:00,
,32  Kertasemaya (KTM),Ls,14:57:00,
,33  Arjawinangun (AWN),Ls,15:07:00,
34,Bangoduwa (BDW),Ls,15:11:00,
35,Cangkring (CNK),Ls,15:14:00,
36,Cirebon (CN),15:21:00,15:26:00,
37,Cirebon Prujakan (CNP),Ls,15:29:00,
38,Luwung (LWG),Ls,15:35:00,
39,Sindanglaut (SDU),Ls,15:40:00,
40,Ciledug (CLD),Ls,15:51:00,
,41  Ketanggungan (KGG),Ls,16:02:00,
42,Larangan (LRA),Ls,16:08:00,
43,Songgom (SGG),Ls,16:12:00,
44,Prupuk (PPK),Ls,16:21:00,
45,Linggapura (LG),Ls,16:31:00,
46,Bumiayu (BMA),16:40:00,16:42:00,
47  Kretek (KRT),,Ls,16:50:00,
48,Patuguran (PAT),Ls,16:56:00,
49  Karangsari (KRR),,Ls,17:07:00,
,50  Karanggandul (KGD),Ls,17:15:00,
51,Purwokerto (PWT),17:23:00,17:28:00,
52  Notog (NTG),,Ls,17:36:00,
53  Kebasen (KBS),,Ls,17:41:00,
54,Randegan (RDN),Ls,17:44:00,
55  Kroya (KYA),,17:51:00,17:53:00,
56  Kemranjen (KJ),,Ls,17:59:00,
57,Sumpiuh (SPH),18:04:00,18:06:00,
58,Tambak (TBK),Ls,18:11:00,
59,Ijo (IJ),Ls,18:14:00,
60  Gombong (GB),,Ls,18:19:00,
61  Karanganyar (KA),,18:26:00,18:28:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
62,Sruweng (SRW),Ls,18:32:00,
63  Kebumen (KM),,18:39:00,18:41:00,
64  Wonosari (WNS),,Ls,18:46:00,
,65  Kutowinangun (KWN),Ls,18:49:00,
66,Prembun (PRB),Ls,18:54:00,
67,Butuh (BTH),Ls,18:59:00,
68  Kutoarjo (KTA),,19:04:00,19:07:00,
69,Jenar (JN),Ls,19:17:00,
70  Wojo (WJ),,Ls,19:22:30,
71  Kedundang (KDG),,Ls,19:27:00,
72  Wates (WT),,Ls,19:32:00,
73,Sentolo (STL),Ls,19:40:00,
74,Rewulu (RWL),Ls,19:46:00,
75,Patukan (PTN),Ls,19:49:00,
76  Yogyakarta (YK),,19:54:00,19:58:00,
77,Lempuyangan (LPN),Ls,20:01:00,
78  Maguwo (MGW),,Ls,20:06:00,
79,Brambanan (BBN),Ls,20:11:00,
80,Srowot (SWT),Ls,20:15:00,
81  Klaten (KT),,20:21:00,20:23:00,
82,Ceper (CE),Ls,20:30:00,
83  Delanggu (DL),,Ls,20:34:00,
84  Gawok (GW),,Ls,20:38:00,
85,Purwosari (PWS),Ls,20:43:00,
86,Solobalapan (SLO),20:47:00,20:52:00,
87,Solojebres (SK),Ls,20:56:00,
88,Palur (PL),Ls,20:59:00,
89  Kemiri (KMR),,Ls,21:03:00,
90  Masaran (MSR),,Ls,21:09:00,
91,Sragen (SR),21:17:00,21:19:00,
92  Kebonromo (KRO),,Ls,21:25:00,
,93  Kedungbanteng (KDB),Ls,21:30:00,
94  Walikukun (WK),,Ls,21:39:00,
95  Kedunggalar (KG),,Ls,21:45:00,
96  Ngawi (NGW),,21:53:00,21:55:00,
97  Geneng (GG),,Ls,22:02:00,
98  Magetan (MAG),,22:10:00,22:12:00,
99  Madiun (MN),,22:23:00,22:28:00,
100  Babadan (BBD),,Ls,22:35:00,
101  Caruban (CRB),,22:43:00,22:45:00,
102  Saradan (SRD),,Ls,22:53:00,
103  Bagor (BGR),,Ls,23:04:00,
104  Nganjuk (NJ),,23:10:00,23:13:00,
105  Sukomoro (SKM),,Ls,23:18:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
106  Baron (BRN),,Ls,23:25:00,
107  Kertosono (KTS),,23:32:00,23:35:00,
108  Sembung (SMB),,Ls,23:42:00,
109,Jombang (JG),23:50:00,,
