0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),,22:30:00,
2,Tandes (TES),Ls,22:36:00,
3,Kandangan (KDA),Ls,22:38:00,
4,Benowo (BNW),Ls,22:42:00,
5,Cerme (CME),Ls,22:46:00,
6,Duduk (DD),Ls,22:54:00,
7,Lamongan (LMG),23:04:00,23:07:00,
8,Surabayan (SBN),Ls,23:13:00,
9,Pucuk (PC),Ls,23:19:00,
10  Gembong (GEB),,Ls,23:23:00,
11  Babat (BBT),,23:28:00,23:31:00,
12  Bowerno (BWO),,Ls,23:39:00,
13,Sumberrejo (SRJ),Ls,23:48:00,
14  Kapas (KPS),,Ls,23:54:00,
15  Bojonegoro (BJ),,00:00:00,00:03:00,
16  Kalitidu (KIT),,Ls,00:15:00,
17,Tobo (TBO),Ls,00:25:00,
18  Cepu (CU),,00:31:00,00:34:00,
19  Kapuan (KPA),,Ls,00:40:00,
20  Wadu (WDU),,Ls,00:44:00,
,21  Randublatung (RBG),00:55:00,00:57:00,
22  Doplang (DPL),,Ls,01:09:00,
23,Sulur (SL),Ls,01:14:00,
24  Kradenan (KNN),,Ls,01:21:00,
25,Panunggalan (PNL),Ls,01:28:00,
26,Jambon (JBN),Ls,01:32:00,
27  Gambringan (GBN),,Ls,01:40:00,
28  Ngrombo (NBO),,01:42:00,01:45:00,
29,Sedadi (SDI),Ls,01:50:00,
30  Karangjati (KGT),,Ls,01:57:00,
31  Gubug (GUB),,Ls,02:06:00,
32,Tegowanu (TGW),Ls,02:11:00,
33  Brumbung (BBG),,Ls,02:18:00,
34  Alastua (ATA),,Ls,02:23:00,
35,Semarang Tawang (SMT),Ls,02:30:00,
36,Semarang Poncol (SMC),02:36:00,02:43:00,
37,Jerakah (JRK),Ls,02:50:00,
38  Mangkang (MKG),,Ls,02:55:00,
39  Kaliwungu (KLN),,Ls,03:00:00,
40  Kalibodri (KBD),,Ls,03:08:00,
41  Weleri (WLR),,03:15:00,03:17:00,
42  Krengseng (KNS),,Ls,03:22:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43,Plabuan (PLB),Ls,03:29:00,
44  Kuripan (KRP),,Ls,03:34:00,
45  Ujungnegoro (UJN),,Ls,03:42:00,
46  Batang (BTG),,Ls,03:45:00,// KA 2535F JJ (KA 2535F JJ =)
47,Pekalongan (PK),03:54:00,03:57:00,
48,Sragi (SRI),Ls,04:07:00,
49  Comal (CO),,Ls,04:10:00,
50,Petarukan (PTA),Ls,04:17:00,
51,Pemalang (PML),Ls,04:22:00,
52,Surodadi (SD),Ls,04:31:00,
53,Larangan (LR),Ls,04:38:00,
54,Tegal (TG),04:44:00,04:47:00,
55  Brebes (BB),,04:58:00,05:00:00,
56,Tanjung (TGN),Ls,05:16:00,
57,Losari (LOS),Ls,05:22:00,
58  Babakan (BBK),,Ls,05:28:00,
,59  Waruduwur (WDW),Ls,05:37:00,
,60  Cirebon Prujakan (CNP),05:46:00,05:55:00,
61  Cirebon (CN),,Ls,05:59:00,
62  Cangkring (CNK),,Ls,06:05:00,
63  Bangoduwa (BDW),,Ls,06:08:00,
,64  Arjawinangun (AWN),Ls,06:12:00,
,65  Kertasemaya (KTM),Ls,06:22:00,
66,Jatibarang (JTB),06:29:00,06:31:00,
