No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),,05:00:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,05:07:00,
4,Sepanjang (SPJ),Ls,05:12:00,(KA 2608 X)
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,05:22:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,05:29:00,
9,Mojokerto (MR),05:38:00,05:40:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,05:50:00,
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),06:00:00,06:02:00,
14,Sembung (SMB),Ls,06:10:00,// KA 401 (KA 401 =)
15,Kertosono (KTS),06:17:00,06:20:00,
16,Baron (BRN),Ls,06:27:00,
17,Sukomoro (SKM),Ls,06:34:00,
18,Nganjuk (NJ),06:38:00,06:41:00,
19,Bagor (BGR),Ls,06:48:00,
20,Saradan (SRD),Ls,07:00:00,
21,Caruban (CRB),07:07:00,07:09:00,
22,Babadan (BBD),Ls,07:17:00,
23,Madiun (MN),07:25:00,07:30:00,
24,Magetan (MAG),Ls,07:39:00,
25,Geneng (GG),Ls,07:45:00,
26,Ngawi (NGW),07:51:00,07:54:00,
27,Kedunggalar (KG),Ls,08:02:00,
28,Walikukun (WK),08:11:00,08:13:00,
29,Kedungbanteng (KDB),Ls,08:24:00,
30,Kebonromo (KRO),Ls,08:28:00,
31,Sragen (SR),08:33:00,08:35:00,
32,Masaran (MSR),Ls,08:42:00,
33,Kemiri (KMR),Ls,08:48:00,
34,Palur (PL),Ls,08:51:00,
35,Solojebres (SK),Ls,08:54:00,
36,Solobalapan (SLO),Ls,08:58:00,
37,Purwosari (PWS),09:02:00,09:05:00,
38,Gawok (GW),Ls,09:11:00,
39,Delanggu (DL),Ls,09:15:00,
40,Ceper (CE),Ls,09:19:00,
41,Klaten (KT),09:26:00,09:28:00,
42,Srowot (SWT),Ls,09:34:00,
43,Brambanan (BBN),Ls,09:38:00,
44,Maguwo (MGW),Ls,09:43:00,
45,Lempuyangan (LPN),09:49:00,09:55:00,
46,Yogyakarta (YK),Ls,10:00:00,
47,Patukan (PTN),Ls,10:05:00,
48,Rewulu (RWL),Ls,10:08:00,
49,Sentolo (STL),Ls,10:15:00,
50,Wates (WT),10:24:00,10:38:00,= KA 143 (KA 143 //)
51,Kedundang (KDG),Ls,10:44:00,
52,Wojo (WJ),Ls,10:49:00,
53,Jenar (JN),Ls,10:55:00,
54,Kutoarjo (KTA),11:06:00,11:09:00,
55,Butuh (BTH),Ls,11:14:00,
56,Prembun (PRB),Ls,11:18:30,
57,Kutowinangun (KWN),Ls,11:23:30,
58,Wonosari (WNS),Ls,11:26:00,
59,Kebumen (KM),11:30:00,11:32:00,
60,Sruweng (SRW),Ls,11:39:00,
61,Karanganyar (KA),Ls,11:41:30,
62,Gombong (GB),11:48:00,11:50:00,
63,Ijo (IJ),Ls,11:57:00,
64,Tambak (TBK),Ls,12:00:00,
65,Sumpiuh (SPH),Ls,12:04:00,
66,Kemranjen (KJ),Ls,12:08:00,
67,Kroya (KYA),12:15:00,12:23:00,
68,Sikampuh (SKP),Ls,12:29:00,
69,Maos (MA),12:35:00,12:37:00,
70,Kasugihan (KH),Ls,12:40:00,
71,Lebeng (LBG),Ls,12:44:00,
72,Jeruklegi (JRL),Ls,12:49:00,X KA 206F JJ (KA 206F X)
73,Kawunganten (KWG),Ls,13:00:00,
74,Gandrungmangun (GDM),Ls,13:08:00,
75,Sidareja (SDR),13:15:00,13:29:00,X KA 70 (KA 70 X)
76,Cipari (CPI),Ls,13:36:00,
77,Meluwung (MLW),Ls,13:42:00,
78,Langen (LN),Ls,13:48:00,
79,Banjar (BJR),13:57:00,14:02:00,
80,Karangpucung (KNP),Ls,14:08:00,
81,Bojong (BJG),Ls,14:15:00,
82,Ciamis (CI),14:24:00,14:33:00,X KA 276 (KA 276 X)
83,Manonjaya (MNJ),Ls,14:46:00,
84,Awipari (AW),Ls,14:49:00,
85,Tasikmalaya (TSM),14:55:00,15:29:00,"X KA 128 (KA 128 X) 
= KA 69 (KA 69 //)"
86,Indihiang (IH),15:37:00,15:55:00,= KA 9 (KA 9 //)
87,Rajapolah (RJP),Ls,16:05:00,
88,Ciawi (CAW),16:16:00,16:25:00,X KA 284 (KA 284 X)
89,Cirahayu (CAA),Ls,16:35:00,
90,Cipeundeuy (CPD),16:50:00,17:00:00,
91,Bumiwaluya (BMW),Ls,17:11:00,
92,Warungbandrek (WB),Ls,17:23:00,
93,Cibatu (CB),17:32:00,17:34:00,
94,Leuwigoong (LO),Ls,-,
95,Karangsari (KRAI),Ls,17:43:00,
96,Leles (LL),17:49:00,17:51:00,
97,Lebakjero (LBJ),Ls,18:03:00,
98,Nagreg (NG),18:13:00,18:20:00,X KA 12 (KA 12 X)
99,Cicalengka (CCL),Ls,18:34:00,
100,Haurpugur (HRP),Ls,18:37:00,
101,Rancaekek (RCK),18:42:00,18:44:00,
102,Cimekar (CMK),Ls,-,
103,Gedebage (GDB),Ls,18:51:00,
104,Kiaracondong (KAC),18:58:00,,
