No.,Stasiun,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),,07:20:00,
2,Purwosari (PWS),Ls,07:24:00,
3,Gawok (GW),Ls,07:28:00,
4,Delanggu (DL),Ls,07:31:00,
5,Ceper (CE),Ls,07:35:00,
6,Klaten (KT),07:42:00,07:44:00,
7,Srowot (SWT),Ls,07:50:00,
8,Brambanan (BBN),Ls,07:54:00,
9,Maguwo (MGW),Ls,07:59:00,
10,Lempuyangan (LPN),Ls,08:03:00,
11,Yogyakarta (YK),08:06:00,08:11:00,
12,Patukan (PTN),Ls,08:16:00,
13,Rewulu (RWL),Ls,08:19:00,
14,Sentolo (STL),Ls,08:25:00,
15,Wates (WT),08:34:00,08:36:00,
16,Kedundang (KDG),Ls,08:41:00,
17,Wojo (WJ),Ls,08:45:00,
18,Jenar (JN),Ls,08:50:00,
19,Kutoarjo (KTA),09:00:00,09:03:00,
20,Butuh (BTH),Ls,09:08:00,
21,Prembun (PRB),Ls,09:12:00,
22,Kutowinangun (KWN),Ls,09:16:00,
23,Wonosari (WNS),Ls,09:18:00,
24,Kebumen (KM),09:23:00,09:25:00,
25,Sruweng (SRW),Ls,09:32:00,
26,Karanganyar (KA),Ls,09:34:00,
27,Gombong (GB),09:41:00,09:43:00,
28,Ijo (IJ),Ls,09:49:00,
29,Tambak (TBK),Ls,09:52:00,
30,Sumpiuh (SPH),Ls,09:55:00,
31,Kemranjen (KJ),Ls,09:58:00,
32,Kroya (KYA),10:04:00,10:07:00,
33,Sikampuh (SKP),Ls,10:13:00,
34,Maos (MA),10:18:00,10:20:00,
35,Kasugihan (KH),Ls,10:23:00,
36,Lebeng (LBG),Ls,10:26:00,
37,Jeruklegi (JRL),Ls,10:29:30,
38,Kawunganten (KWG),Ls,10:40:00,X KA 78 (KA 78 X)
39,Gandrungmangun (GDM),Ls,10:45:00,
40,Sidareja (SDR),10:51:00,10:53:00,
41,Cipari (CPI),11:00:00,11:07:00,X KA 10 (KA 10 X)
42,Meluwung (MLW),Ls,11:13:00,
43,Langen (LN),Ls,11:18:00,
44,Banjar (BJR),11:26:00,11:31:00,X KA 206F JJ (KA 206F X)
45,Karangpucung (KNP),Ls,11:37:00,
46,Bojong (BJG),Ls,11:44:00,
47,Ciamis (CI),11:53:00,11:55:00,
48,Manonjaya (MNJ),Ls,12:09:00,
49,Awipari (AW),12:14:00,12:21:00,X KA 70 (KA 70 X)
50,Tasikmalaya (TSM),12:29:00,12:31:00,
51,Indihiang (IH),Ls,12:37:00,
52,Rajapolah (RJP),Ls,12:45:00,
53,Ciawi (CAW),Ls,12:54:00,
54,Cirahayu (CAA),Ls,13:03:00,
55,Cipeundeuy (CPD),13:16:00,13:26:00,X KA 276 (KA 276 X)
56,Bumiwaluya (BMW),13:38:00,13:44:00,X KA 128 (KA 128 X)
57,Warungbandrek (WB),Ls,13:57:00,
58,Cibatu (CB),14:06:00,14:09:00,
59,Leuwigoong (LO),Ls,-,
60,Karangsari (KRAI),Ls,14:18:00,
61,Leles (LL),Ls,14:24:00,X KA 284 (KA 284 X)
62,Lebakjero (LBJ),Ls,14:35:00,
63,Nagreg (NG),Ls,14:43:00,
64,Cicalengka (CCL),Ls,14:55:00,
65,Haurpugur (HRP),Ls,14:57:30,
66,Rancaekek (RCK),Ls,15:03:00,
67,Cimekar (CMK),Ls,-,
68,Gedebage (GDB),Ls,15:08:00,// KA 385 (KA 385 =)
69,Kiaracondong (KAC),15:15:00,15:17:00,
70,Cikudapateuh (CTH),Ls,-,
71,Bandung (BD),15:27:00,,
