No.,Stasiun,Datang,Berangkat,Keterangan
1,Garut (GRT),,12:40:00,
2,Wanaraja (WNR),Ls,12:54:00,
3,Pasirjengkol (PSJ),Ls,13:00:00,
4,Cibatu (CB),13:08:00,13:23:00,X KA 128 (KA 128 X)
5,Leuwigoong (LO),Ls,-,
6,Karangsari (KRAI),Ls,13:32:00,
7,Leles (LL),13:38:00,13:40:00,
8,Lebakjero (LBJ),Ls,13:51:00,
9,Nagreg (NG),Ls,13:59:00,X KA 284 (KA 284 X)
10,Cicalengka (CCL),Ls,14:12:00,
11,Haurpugur (HRP),Ls,14:15:30,
12,Rancaekek (RCK),Ls,14:20:00,// KA 375 (KA 375 =)
13,Cimekar (CMK),Ls,-,
14,Gedebage (GDB),Ls,14:25:00,
15,Kiaracondong (KAC),14:32:00,14:37:00,
16,Cikudapateuh (CTH),Ls,-,
17,Bandung (BD),14:47:00,14:54:00,
18,Andir (AND),Ls,14:59:00,
19,Cimindi (CMD),Ls,15:01:00,
20,Cimahi (CMI),15:05:00,15:07:00,
21,Gadobangkong (GK),Ls,-,
22,Padalarang (PDL),15:15:00,15:17:00,
23,Cilame (CLE),Ls,15:26:00,
24,Sasaksaat (SKT),Ls,15:34:00,X KA 102 (KA 102 X)
25,Maswati (MSI),Ls,15:39:00,
26,Rendeh (RH),Ls,15:44:00,
27,Cikadongdong (CD),Ls,15:48:00,
28,Cisomang (CG),Ls,-,
29,Plered (PLD),Ls,16:02:00,
30,Sukatani (SUT),Ls,16:07:00,
31,Ciganea (CA),Ls,16:15:00,
32,Purwakarta (PWK),16:23:00,16:27:00,(KA 350 X)
33,Sadang (SAD),Ls,-,
34,Cibungur (CBR),Ls,16:39:00,
35,Cikampek (CKP),Ls,16:47:00,
36,Dawuan (DWN),Ls,16:51:00,
37,Kosambi (KOS),Ls,16:55:00,
38,Klari (KLI),Ls,16:57:00,// KA 2703 (KA 2703 =)
39,Karawang (KW),17:02:00,17:04:00,
40,Kedunggedeh (KDH),Ls,17:09:00,
41,Lemahabang (LMB),Ls,17:15:00,
42,Cikarang (CKR),Ls,17:18:00,
43,Telaga Murni (TLM),Ls,-,
44,Cibitung (CIT),Ls,-,
45,Tambun (TB),Ls,17:25:00,
46,Bekasitimur (BKST),Ls,-,
47,Bekasi (BKS),17:31:00,17:33:00,
48,Jatinegara (JNG),17:44:00,17:46:00,
49,Matraman (MTR),Ls,-,
50,Manggarai (MRI),Ls,17:51:00,
51,Cikini (CKI),Ls,-,
52,Gondangdia (GDD),Ls,-,
53,Gambir (GMR),18:00:00,,
