No.,Stasiun,Datang,Berangkat,Keterangan
1,Blitar (BL),,17:10:00,X KA 406
2,Rejotangan (RJ),Ls,17:21:00,
3,Ngunut (NT),Ls,17:27:00,
4,Sumbergempol (SBL),Ls,17:33:00,
5,Tulungagung (TA),17:39:00,17:42:00,
6,Ngujang (NJG),Ls,17:49:00,
7,Kras (KRS),Ls,17:54:00,
8,Ngadiluwih (NDL),Ls,17:59:00,
9,Kediri (KD),18:08:00,18:11:00,
10,Susuhan (SS),Ls,18:17:00,
11,Minggiran (MGN),Ls,18:21:00,X KA 408 (KA 408 X)
12,Papar (PPR),18:26:00,18:28:00,
13,Purwoasri (PWA),Ls,18:34:00,
14,Kertosono (KTS),18:42:00,19:04:00,= KA 37 (KA 37 //)
15,Baron (BRN),Ls,19:12:00,
16,Sukomoro (SKM),Ls,19:19:00,
17,Nganjuk (NJ),19:24:00,19:27:00,
18,Bagor (BGR),Ls,19:34:00,
19,Saradan (SRD),Ls,19:46:00,
20,Caruban (CRB),19:55:00,20:25:00,"= KA 71, KA 67 (KA 71, KA 67 //)"
21,Babadan (BBD),Ls,20:34:00,
22,Madiun (MN),20:42:00,20:49:00,
23,Magetan (MAG),21:00:00,21:02:00,
24,Geneng (GG),Ls,21:10:00,
25,Ngawi (NGW),21:17:00,21:19:00,
26,Kedunggalar (KG),Ls,21:27:00,
27,Walikukun (WK),21:37:00,21:58:00,= KA 7 (KA 7 //)
28,Kedungbanteng (KDB),Ls,22:10:00,
29,Kebonromo (KRO),Ls,22:14:00,
30,Sragen (SR),22:20:00,22:22:00,
31,Masaran (MSR),Ls,22:30:00,
32,Kemiri (KMR),Ls,22:36:00,
33,Palur (PL),Ls,22:40:00,
34,Solojebres (SK),Ls,22:43:00,
35,Solobalapan (SLO),Ls,22:47:00,
36,Purwosari (PWS),22:51:00,22:54:00,
37,Gawok (GW),Ls,23:00:00,
38,Delanggu (DL),Ls,23:04:00,
39,Ceper (CE),Ls,23:08:00,
40,Klaten (KT),23:16:00,23:30:00,= KA 11 (KA 11 //)
41,Srowot (SWT),Ls,23:37:00,
42,Brambanan (BBN),Ls,23:41:00,
43,Maguwo (MGW),Ls,23:46:00,
44,Lempuyangan (LPN),23:54:00,00:00:00,
45,Yogyakarta (YK),Ls,00:03:00,
46,Patukan (PTN),Ls,00:08:00,
47,Rewulu (RWL),Ls,00:11:00,
48,Sentolo (STL),Ls,00:17:00,
49,Wates (WT),00:26:00,00:28:00,
50,Kedundang (KDG),Ls,00:34:00,
51,Wojo (WJ),Ls,00:40:00,
52,Jenar (JN),Ls,00:46:00,
53,Kutoarjo (KTA),00:57:00,01:00:00,
54,Butuh (BTH),Ls,01:05:00,
55,Prembun (PRB),Ls,01:10:00,
56,Kutowinangun (KWN),Ls,01:15:00,
57,Wonosari (WNS),Ls,01:18:00,
58,Kebumen (KM),01:22:00,01:24:00,
59,Sruweng (SRW),Ls,01:31:00,
60,Karanganyar (KA),01:35:00,01:37:00,
61,Gombong (GB),Ls,01:44:00,
62,Ijo (IJ),Ls,01:49:00,
63,Tambak (TBK),Ls,01:52:00,
64,Sumpiuh (SPH),Ls,01:56:00,
65,Kemranjen (KJ),Ls,02:00:00,
66,Kroya (KYA),02:06:00,02:08:00,
67,Sikampuh (SKP),02:14:00,02:20:00,X KA 292 (KA 292 X)
68,Maos (MA),02:26:00,02:28:00,(KA LL506F X)
69,Kasugihan (KH),Ls,02:30:00,
70,Lebeng (LBG),Ls,02:34:00,
71,Jeruklegi (JRL),Ls,02:39:00,
72,Kawunganten (KWG),Ls,02:50:00,
73,Gandrungmangun (GDM),02:58:00,03:00:00,
74,Sidareja (SDR),03:07:00,03:13:00,X KA 274 (KA 274 X)
75,Cipari (CPI),Ls,03:19:00,
76,Meluwung (MLW),Ls,03:25:00,
77,Langen (LN),Ls,03:31:00,
78,Banjar (BJR),03:39:00,03:44:00,X KA 288 (KA 288 X)
79,Karangpucung (KNP),Ls,03:51:00,
80,Bojong (BJG),Ls,03:59:00,
81,Ciamis (CI),04:08:00,04:10:00,
82,Manonjaya (MNJ),Ls,04:24:00,
83,Awipari (AW),Ls,04:27:00,
84,Tasikmalaya (TSM),04:34:00,04:37:00,
85,Indihiang (IH),Ls,04:43:00,
86,Rajapolah (RJP),Ls,04:51:00,
87,Ciawi (CAW),Ls,05:01:00,
88,Cirahayu (CAA),Ls,05:10:00,
89,Cipeundeuy (CPD),05:24:00,05:34:00,
90,Bumiwaluya (BMW),Ls,05:45:00,
91,Warungbandrek (WB),Ls,05:57:00,
92,Cibatu (CB),Ls,06:05:00,
93,Leuwigoong (LO),Ls,-,
94,Karangsari (KRAI),Ls,06:13:00,
95,Leles (LL),06:19:00,06:21:00,
96,Lebakjero (LBJ),Ls,06:32:00,
97,Nagreg (NG),Ls,06:40:00,
98,Cicalengka (CCL),Ls,06:53:00,
99,Haurpugur (HRP),Ls,06:56:00,
100,Rancaekek (RCK),Ls,07:01:00,// KA 361 (KA 361 =)
101,Cimekar (CMK),Ls,-,
102,Gedebage (GDB),Ls,07:07:00,
103,Kiaracondong (KAC),07:15:00,,
