No.,Stasiun,Datang,Berangkat,Keterangan
1,Malang (ML),,17:45:00,X KA 2634
2,Malangkotalama (MLK),17:51:00,17:54:00,
3,Pakisaji (PSI),Ls,18:04:00,
4,Kepanjen (KPN),18:13:00,18:16:00,
5,Ngebruk (NB),Ls,18:24:00,
6,Sumberpucung (SBP),Ls,18:28:00,
7,Pogajih (PGJ),Ls,18:36:00,X KA 406 (KA 406 X)
8,Kesamben (KSB),Ls,18:43:00,
9,Wlingi (WG),18:53:00,18:55:00,
10,Talun (TAL),Ls,19:00:00,
11,Garum (GRM),Ls,19:07:00,
12,Blitar (BL),19:15:00,19:18:00,
13,Rejotangan (RJ),Ls,19:27:00,
14,Ngunut (NT),Ls,19:32:00,
15,Sumbergempol (SBL),Ls,19:36:00,
16,Tulungagung (TA),19:41:00,19:47:00,X KA 408 (KA 408 X)
17,Ngujang (NJG),Ls,19:53:00,
18,Kras (KRS),Ls,19:57:00,
19,Ngadiluwih (NDL),Ls,20:01:00,
20,Kediri (KD),20:08:00,20:12:00,X KA 70 (KA 70 X)
21,Susuhan (SS),Ls,20:17:00,
22,Minggiran (MGN),Ls,20:21:00,
23,Papar (PPR),Ls,20:24:00,
24,Purwoasri (PWA),Ls,20:28:00,// KA 301 (KA 301 =)
25,Kertosono (KTS),20:34:00,20:37:00,
26,Baron (BRN),Ls,20:44:00,
27,Sukomoro (SKM),Ls,20:50:00,
28,Nganjuk (NJ),20:55:00,20:58:00,
29,Bagor (BGR),Ls,21:04:00,
30,Saradan (SRD),Ls,21:14:00,
31,Caruban (CRB),Ls,21:19:00,
32,Babadan (BBD),Ls,21:24:00,
33,Madiun (MN),21:31:00,21:36:00,
34,Magetan (MAG),Ls,21:44:00,
35,Geneng (GG),Ls,21:50:00,
36,Ngawi (NGW),21:56:00,21:58:00,
37,Kedunggalar (KG),Ls,22:05:00,
38,Walikukun (WK),22:13:00,22:15:00,
39,Kedungbanteng (KDB),Ls,22:25:00,
40,Kebonromo (KRO),Ls,22:30:00,
41,Sragen (SR),22:35:00,22:49:00,= KA 11 (KA 11 //)
42,Masaran (MSR),Ls,22:57:00,
43,Kemiri (KMR),Ls,23:02:00,
44,Palur (PL),Ls,23:05:00,
45,Solojebres (SK),23:10:00,23:18:00,
46,Solobalapan (SLO),Ls,23:22:00,X KA 232
47,Kadipiro (KDO),Ls,23:29:00,
48,Kalioso (KO),Ls,23:34:00,
49,Salem (SLM),Ls,23:40:00,
50,Sumberlawang (SUM),Ls,23:46:00,X KA 186 (KA 186 X)
51,Goprak (GPK),Ls,23:53:00,
52,Gundih (GD),Ls,23:59:00,
53,Karangsono (KSO),Ls,00:08:00,
54,Telawa (TW),Ls,00:17:00,X KA 246 (KA 246 X)
55,Padas (PDS),Ls,00:26:00,
56,Kedungjati (KEJ),Ls,00:32:00,
57,Tanggung (TGG),Ls,00:42:00,
58,Brumbung (BBG),Ls,00:54:00,
59,Alastua (ATA),Ls,01:00:00,
60,Semarang Tawang (SMT),01:08:00,01:19:00,
61,Semarang Poncol (SMC),Ls,01:24:00,
62,Jerakah (JRK),Ls,01:28:00,
63,Mangkang (MKG),Ls,01:32:00,
64,Kaliwungu (KLN),Ls,01:35:00,
65,Kalibodri (KBD),Ls,01:43:00,
66,Weleri (WLR),Ls,01:49:00,// KA 2535F JJ (KA 2535F JJ=)
67,Krengseng (KNS),Ls,01:52:00,
68,Plabuan (PLB),Ls,01:58:00,
69,Kuripan (KRP),Ls,02:03:00,
70,Ujungnegoro (UJN),Ls,02:11:00,
71,Batang (BTG),Ls,02:14:00,
72,Pekalongan (PK),02:22:00,02:25:00,
73,Sragi (SRI),Ls,02:33:00,
74,Comal (CO),Ls,02:36:00,
75,Petarukan (PTA),Ls,02:42:00,
76,Pemalang (PML),Ls,02:46:00,
77,Surodadi (SD),Ls,02:53:00,
78,Larangan (LR),Ls,02:58:30,
79,Tegal (TG),03:04:00,03:07:00,
80,Brebes (BB),Ls,03:15:00,
81,Tanjung (TGN),Ls,03:27:00,
82,Losari (LOS),Ls,03:32:00,
83,Babakan (BBK),Ls,03:37:00,
84,Waruduwur (WDW),Ls,03:44:00,
85,Cirebon Prujakan (CNP),03:52:00,03:58:00,
86,Cirebon (CN),Ls,04:02:00,
87,Cangkring (CNK),Ls,04:07:00,
88,Bangoduwa (BDW),Ls,04:10:00,
89,Arjawinangun (AWN),Ls,04:13:00,
90,Kertasemaya (KTM),Ls,04:22:00,
91,Jatibarang (JTB),Ls,04:27:00,
92,Telagasari (TLS),Ls,04:33:00,
93,Terisi (TIS),Ls,04:38:00,
94,Kadokangabus (KAB),Ls,04:42:00,
95,Cilegeh (CLH),Ls,04:47:00,
96,Haurgeulis (HGL),04:54:00,04:56:00,
97,Cipunegara (CRA),Ls,05:01:00,
98,Pegadenbaru (PGB),Ls,05:06:00,
99,Cikaum (CKM),Ls,05:11:00,
100,Pasirbungur (PAS),Ls,05:14:00,
101,Pringkasap (PRI),Ls,05:18:00,
102,Pabuaran (PAB),Ls,05:21:00,
103,Tanjungrasa (TJS),Ls,05:24:00,
104,Cikampek (CKP),Ls,05:31:00,
105,Dawuan (DWN),Ls,05:34:00,
106,Kosambi (KOS),Ls,05:39:00,
107,Klari (KLI),Ls,05:41:00,
108,Karawang (KW),05:46:00,05:48:00,
109,Kedunggedeh (KDH),Ls,05:53:00,
110,Lemahabang (LMB),Ls,06:00:00,
111,Cikarang (CKR),Ls,06:03:00,
112,Telaga Murni (TLM),Ls,-,
113,Cibitung (CIT),Ls,-,
114,Tambun (TB),Ls,06:10:00,// KA 5043 (KA 5043 =)
115,Bekasitimur (BKST),Ls,-,
116,Bekasi (BKS),06:16:00,06:18:00,
117,Jatinegara (JNG),06:30:00,06:32:00,
118,Pondokjati (POK),Ls,-,
119,Kramat (KMT),Ls,-,
120,Gangsentiong (GST),Ls,-,
121,Pasarsenen (PSE),06:42:00,,
