No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),,06:30:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,06:38:00,X KA 72
4,Sepanjang (SPJ),Ls,06:42:00,(KA 432 X)
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,06:50:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,06:55:00,
9,Mojokerto (MR),07:04:00,07:07:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,07:16:00,
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),07:25:00,07:28:00,
14,Sembung (SMB),Ls,07:35:00,
15,Kertosono (KTS),07:41:00,07:44:00,
16,Baron (BRN),Ls,07:50:00,
17,Sukomoro (SKM),Ls,07:56:00,
18,Nganjuk (NJ),08:01:00,08:04:00,
19,Bagor (BGR),Ls,08:10:00,
20,Saradan (SRD),Ls,08:21:00,
21,Caruban (CRB),08:28:00,08:30:00,
22,Babadan (BBD),Ls,08:37:00,
23,Madiun (MN),08:44:00,08:50:00,
24,Magetan (MAG),Ls,08:58:00,
25,Geneng (GG),Ls,09:03:00,
26,Ngawi (NGW),Ls,09:07:00,// KA 577 (KA 577 =)
27,Kedunggalar (KG),Ls,09:12:00,
28,Walikukun (WK),09:19:00,09:21:00,
29,Kedungbanteng (KDB),Ls,09:30:00,
30,Kebonromo (KRO),Ls,09:34:00,
31,Sragen (SR),09:39:00,09:53:00,= KA 81 (KA 81 //)
32,Masaran (MSR),Ls,10:01:00,
33,Kemiri (KMR),Ls,10:07:00,
34,Palur (PL),Ls,10:11:00,
35,Solojebres (SK),Ls,10:14:00,
36,Solobalapan (SLO),Ls,10:18:00,
37,Purwosari (PWS),10:22:00,10:25:00,
38,Gawok (GW),Ls,10:30:00,
39,Delanggu (DL),Ls,10:33:00,
40,Ceper (CE),Ls,10:37:00,
41,Klaten (KT),10:43:00,10:45:00,
42,Srowot (SWT),Ls,10:51:00,
43,Brambanan (BBN),Ls,10:54:00,
44,Maguwo (MGW),Ls,10:59:00,
45,Lempuyangan (LPN),11:05:00,11:12:00,
46,Yogyakarta (YK),Ls,11:15:00,
47,Patukan (PTN),Ls,11:20:00,
48,Rewulu (RWL),Ls,11:23:00,
49,Sentolo (STL),Ls,11:29:00,
50,Wates (WT),11:38:00,11:40:00,
51,Kedundang (KDG),Ls,11:46:00,
52,Wojo (WJ),Ls,11:50:00,
53,Jenar (JN),Ls,11:56:00,
54,Kutoarjo (KTA),12:06:00,12:09:00,
55,Butuh (BTH),Ls,12:14:00,
56,Prembun (PRB),Ls,12:18:00,
57,Kutowinangun (KWN),Ls,12:22:00,
58,Wonosari (WNS),Ls,12:24:00,
59,Kebumen (KM),12:28:00,12:30:00,
60,Sruweng (SRW),Ls,12:37:00,
61,Karanganyar (KA),Ls,12:40:00,
62,Gombong (GB),12:47:00,13:03:00,= KA 69 (KA 69 //)
63,Ijo (IJ),Ls,13:10:00,
64,Tambak (TBK),Ls,13:13:00,
65,Sumpiuh (SPH),Ls,13:16:30,
66,Kemranjen (KJ),Ls,13:20:00,
67,Kroya (KYA),13:26:00,13:28:00,
68,Randegan (RDN),Ls,13:35:00,
69,Kebasen (KBS),Ls,13:38:00,
70,Notog (NTG),Ls,13:43:00,
71,Purwokerto (PWT),13:51:00,13:56:00,
72,Karanggandul (KGD),Ls,14:04:00,
73,Karangsari (KRR),Ls,14:13:00,
74,Patuguran (PAT),Ls,14:24:00,
75,Kretek (KRT),Ls,14:30:00,
76,Bumiayu (BMA),14:38:00,14:40:00,
77,Linggapura (LG),Ls,14:49:00,
78,Prupuk (PPK),15:01:00,15:03:00,
79,Songgom (SGG),Ls,15:11:00,
80,Larangan (LRA),Ls,15:15:00,
81,Ketanggungan (KGG),15:21:00,15:23:00,
82,Ciledug (CLD),15:35:00,15:37:00,
83,Sindanglaut (SDU),Ls,15:47:00,
84,Luwung (LWG),Ls,15:51:00,
85,Cirebon Prujakan (CNP),15:57:00,16:05:00,
86,Cirebon (CN),Ls,16:09:00,
87,Cangkring (CNK),Ls,16:14:00,
88,Bangoduwa (BDW),Ls,16:17:00,
89,Arjawinangun (AWN),16:21:00,16:23:00,
90,Kertasemaya (KTM),Ls,16:33:00,
91,Jatibarang (JTB),16:39:00,16:41:00,
92,Telagasari (TLS),Ls,16:48:00,
93,Terisi (TIS),Ls,16:54:00,
94,Kadokangabus (KAB),Ls,16:58:00,
95,Cilegeh (CLH),Ls,17:03:00,
96,Haurgeulis (HGL),17:11:00,17:13:00,
97,Cipunegara (CRA),Ls,17:18:00,
98,Pegadenbaru (PGB),17:23:00,17:25:00,
99,Cikaum (CKM),Ls,17:32:00,
100,Pasirbungur (PAS),Ls,17:36:00,
101,Pringkasap (PRI),Ls,17:40:00,
102,Pabuaran (PAB),Ls,17:43:00,
103,Tanjungrasa (TJS),Ls,17:46:00,
104,Cikampek (CKP),Ls,17:53:00,
105,Dawuan (DWN),Ls,17:56:00,
106,Kosambi (KOS),Ls,18:00:00,
107,Klari (KLI),Ls,18:02:00,
108,Karawang (KW),Ls,18:06:00,
109,Kedunggedeh (KDH),Ls,18:10:00,
110,Lemahabang (LMB),Ls,18:16:00,
111,Cikarang (CKR),18:20:00,18:22:00,
112,Telaga Murni (TLM),Ls,-,
113,Cibitung (CIT),Ls,-,
114,Tambun (TB),Ls,18:30:00,// KA 5567 (KA 5567 =)
115,Bekasitimur (BKST),Ls,-,
116,Bekasi (BKS),18:36:00,18:38:00,
117,Jatinegara (JNG),18:50:00,18:52:00,
118,Pondokjati (POK),Ls,-,
119,Kramat (KMT),Ls,-,
120,Gangsentiong (GST),Ls,-,
121,Pasarsenen (PSE),19:03:00,,
